PCON24CD,Theme,Title,Value
E14001189,transport,EV: home charging,401
E14001189,transport,EV: workplace charging points,71
E14001189,transport,Rail cancellations,2.4
E14001189,transport,Train stations,1
E14001189,transport,Train stations per square km,0.025
E14001189,transport,Tram and metro stops,3
E14001189,transport,Tram and metro stops per square km,0.08
E14001190,economy,ATMs: total,94
E14001190,economy,Average download speeds,209
E14001190,economy,Below universal service obligation,0
E14001190,economy,Gigabit availability,91.1
E14001190,economy,House prices,156000
E14001190,economy,Receiving over 30 Mbps,89.6
E14001190,economy,Receiving under 10 Mbps,4.7
E14001190,economy,Superfast availability,97.9
E14001190,economy,Total income: median,24700
E14001190,economy,Total tax amount,198
E14001190,energy,Households off the gas grid,5.4
E14001190,environment,Ancient woodland,0.0814
E14001190,environment,Countryside and Rights of Way,0
E14001190,environment,Green belt: percentage,
E14001190,environment,Green belt: total,
E14001190,society,Child poverty,32.5
E14001190,society,EU referendum using 2024 consituencies,0.5716132688
E14001190,society,Electorate,70446
E14001190,society,Fish and chip shops,11
E14001190,society,Foodbanks,1
E14001190,society,General Election (notional): 12 December 2019,Con
E14001190,society,General Election: 4 July 2024,Lab
E14001190,society,Heritage at Risk: all,4
E14001190,society,Heritage at Risk: archaeology,0
E14001190,society,Heritage at Risk: building or structure,1
E14001190,society,Heritage at Risk: conservation area,2
E14001190,society,Heritage at Risk: place of worship,1
E14001190,society,MPs: Left vs Right,41.081
E14001190,society,Percentage of children affected by two-child limit,12
E14001190,society,Population,98710
E14001190,society,Population: by age,985
E14001190,society,Population: by group,58337
E14001190,society,Post offices,17
E14001190,society,Pubs,93
E14001190,transport,Bus stops,528
E14001190,transport,Bus stops per square km,4.65
E14001190,transport,Cars or vans by household,79.7
E14001190,transport,EV: combined charging availability,452
E14001190,transport,EV: home charging,293
E14001190,transport,EV: workplace charging points,70
E14001190,transport,Rail cancellations,3.9
E14001190,transport,Train stations,2
E14001190,transport,Train stations per square km,0.018
E14001190,transport,Tram and metro stops,
E14001190,transport,Tram and metro stops per square km,
E14001191,economy,ATMs: total,87
E14001191,economy,Average download speeds,139.1
E14001191,economy,Below universal service obligation,0
E14001191,economy,Gigabit availability,75.7
E14001191,economy,House prices,360000
E14001191,economy,Receiving over 30 Mbps,88.7
E14001191,economy,Receiving under 10 Mbps,2.9
E14001191,economy,Superfast availability,98.3
E14001191,economy,Total income: median,32400
E14001191,economy,Total tax amount,374
E14001191,energy,Households off the gas grid,7.6
E14001191,environment,Ancient woodland,3.8396
E14001191,environment,Countryside and Rights of Way,2.7705
E14001191,environment,Green belt: percentage,50.8
E14001191,environment,Green belt: total,3140
E14001191,society,Child poverty,26.1
E14001191,society,EU referendum using 2024 consituencies,0.6400489504
E14001191,society,Electorate,72048
E14001191,society,Fish and chip shops,17
E14001191,society,Foodbanks,1
E14001191,society,General Election (notional): 12 December 2019,Con
E14001191,society,General Election: 4 July 2024,Lab
E14001191,society,Heritage at Risk: all,2
E14001191,society,Heritage at Risk: archaeology,2
E14001191,society,Heritage at Risk: building or structure,0
E14001191,society,Heritage at Risk: conservation area,0
E14001191,society,Heritage at Risk: place of worship,0
E14001191,society,MPs: Left vs Right,37.565
E14001191,society,Percentage of children affected by two-child limit,8
E14001191,society,Population,110952
E14001191,society,Population: by age,1592
E14001191,society,Population: by group,68259
E14001191,society,Post offices,10
E14001191,society,Pubs,72
E14001191,transport,Bus stops,430
E14001191,transport,Bus stops per square km,6.95
E14001191,transport,Cars or vans by household,87.8
E14001191,transport,EV: combined charging availability,737
E14001191,transport,EV: home charging,493
E14001191,transport,EV: workplace charging points,125
E14001191,transport,Rail cancellations,3.6
E14001191,transport,Train stations,6
E14001191,transport,Train stations per square km,0.097
E14001191,transport,Tram and metro stops,
E14001191,transport,Tram and metro stops per square km,
E14001192,economy,ATMs: total,48
E14001192,economy,Average download speeds,144.6
E14001192,economy,Below universal service obligation,0.1
E14001192,economy,Gigabit availability,87.3
E14001192,economy,House prices,314950
E14001192,economy,Receiving over 30 Mbps,84.2
E14001192,economy,Receiving under 10 Mbps,4.5
E14001192,economy,Superfast availability,97.2
E14001192,economy,Total income: median,30500
E14001192,economy,Total tax amount,457
E14001192,energy,Households off the gas grid,22
E14001192,environment,Ancient woodland,0.5801
E14001192,environment,Countryside and Rights of Way,0
E14001192,environment,Green belt: percentage,
E14001192,environment,Green belt: total,
E14001192,society,Child poverty,23.3
E14001192,society,EU referendum using 2024 consituencies,0.5812909203
E14001192,society,Electorate,76539
E14001192,society,Fish and chip shops,11
E14001192,society,Foodbanks,2
E14001192,society,General Election (notional): 12 December 2019,Con
E14001192,society,General Election: 4 July 2024,Con
E14001192,society,Heritage at Risk: all,15
E14001192,society,Heritage at Risk: archaeology,2
E14001192,society,Heritage at Risk: building or structure,8
E14001192,society,Heritage at Risk: conservation area,0
E14001192,society,Heritage at Risk: place of worship,5
E14001192,society,MPs: Left vs Right,68.978
E14001192,society,Percentage of children affected by two-child limit,7
E14001192,society,Population,105946
E14001192,society,Population: by age,1065
E14001192,society,Population: by group,62023
E14001192,society,Post offices,27
E14001192,society,Pubs,168
E14001192,transport,Bus stops,839
E14001192,transport,Bus stops per square km,1.07
E14001192,transport,Cars or vans by household,93
E14001192,transport,EV: combined charging availability,2468
E14001192,transport,EV: home charging,1738
E14001192,transport,EV: workplace charging points,624
E14001192,transport,Rail cancellations,2.7
E14001192,transport,Train stations,1
E14001192,transport,Train stations per square km,0.001
E14001192,transport,Tram and metro stops,
E14001192,transport,Tram and metro stops per square km,
E14001193,economy,ATMs: total,55
E14001193,economy,Average download speeds,189
E14001193,economy,Below universal service obligation,0
E14001193,economy,Gigabit availability,96
E14001193,economy,House prices,205000
E14001193,economy,Receiving over 30 Mbps,92.3
E14001193,economy,Receiving under 10 Mbps,2.2
E14001193,economy,Superfast availability,98.9
E14001193,economy,Total income: median,26100
E14001193,economy,Total tax amount,218
E14001193,energy,Households off the gas grid,6.1
E14001193,environment,Ancient woodland,0
E14001193,environment,Countryside and Rights of Way,0
E14001193,environment,Green belt: percentage,0
E14001193,environment,Green belt: total,0
E14001193,society,Child poverty,34.6
E14001193,society,EU referendum using 2024 consituencies,0.5562729799
E14001193,society,Electorate,71876
E14001193,society,Fish and chip shops,23
E14001193,society,Foodbanks,0
E14001193,society,General Election (notional): 12 December 2019,Con
E14001193,society,General Election: 4 July 2024,Lab
E14001193,society,Heritage at Risk: all,3
E14001193,society,Heritage at Risk: archaeology,0
E14001193,society,Heritage at Risk: building or structure,3
E14001193,society,Heritage at Risk: conservation area,0
E14001193,society,Heritage at Risk: place of worship,0
E14001193,society,Percentage of children affected by two-child limit,11
E14001193,society,Population,104362
E14001193,society,Population: by age,1075
E14001193,society,Population: by group,64781
E14001193,society,Post offices,11
E14001193,society,Pubs,87
E14001193,transport,Bus stops,540
E14001193,transport,Bus stops per square km,18.28
E14001193,transport,Cars or vans by household,81.2
E14001193,transport,EV: combined charging availability,550
E14001193,transport,EV: home charging,401
E14001193,transport,EV: workplace charging points,100
E14001193,transport,Rail cancellations,0
E14001193,transport,Train stations,
E14001193,transport,Train stations per square km,
E14001193,transport,Tram and metro stops,
E14001193,transport,Tram and metro stops per square km,
E14001194,economy,ATMs: total,163
E14001194,economy,Average download speeds,181.1
E14001194,economy,Below universal service obligation,0
E14001194,economy,Gigabit availability,95.7
E14001194,economy,House prices,178000
E14001194,economy,Receiving over 30 Mbps,86.8
E14001194,economy,Receiving under 10 Mbps,5.8
E14001194,economy,Superfast availability,99
E14001194,economy,Total income: median,24900
E14001194,economy,Total tax amount,170
E14001194,energy,Households off the gas grid,5.6
E14001194,environment,Ancient woodland,0.0595
E14001194,environment,Countryside and Rights of Way,0
E14001194,environment,Green belt: percentage,0.6
E14001194,environment,Green belt: total,20
E14001194,society,Child poverty,45.8
E14001194,society,EU referendum using 2024 consituencies,0.5988979718
E14001194,society,Electorate,72067
E14001194,society,Fish and chip shops,21
E14001194,society,Foodbanks,2
E14001194,society,General Election (notional): 12 December 2019,Lab
E14001194,society,General Election: 4 July 2024,Lab
E14001194,society,Heritage at Risk: all,2
E14001194,society,Heritage at Risk: archaeology,0
E14001194,society,Heritage at Risk: building or structure,0
E14001194,society,Heritage at Risk: conservation area,1
E14001194,society,Heritage at Risk: place of worship,1
E14001194,society,Percentage of children affected by two-child limit,18
E14001194,society,Population,119588
E14001194,society,Population: by age,1506
E14001194,society,Population: by group,73374
E14001194,society,Post offices,16
E14001194,society,Pubs,161
E14001194,transport,Bus stops,500
E14001194,transport,Bus stops per square km,16
E14001194,transport,Cars or vans by household,76.3
E14001194,transport,EV: combined charging availability,652
E14001194,transport,EV: home charging,425
E14001194,transport,EV: workplace charging points,106
E14001194,transport,Rail cancellations,4.6
E14001194,transport,Train stations,2
E14001194,transport,Train stations per square km,0.064
E14001194,transport,Tram and metro stops,
E14001194,transport,Tram and metro stops per square km,
E14001195,economy,ATMs: total,40
E14001195,economy,Average download speeds,79.3
E14001195,economy,Below universal service obligation,0.7
E14001195,economy,Gigabit availability,40
E14001195,economy,House prices,309997.5
E14001195,economy,Receiving over 30 Mbps,79.2
E14001195,economy,Receiving under 10 Mbps,5.2
E14001195,economy,Superfast availability,92.6
E14001195,economy,Total income: median,28200
E14001195,economy,Total tax amount,336
E14001195,energy,Households off the gas grid,21
E14001195,environment,Ancient woodland,2.279
E14001195,environment,Countryside and Rights of Way,0.2056
E14001195,environment,Green belt: percentage,0.1
E14001195,environment,Green belt: total,80
E14001195,society,Child poverty,23.9
E14001195,society,EU referendum using 2024 consituencies,0.5133334726
E14001195,society,Electorate,71435
E14001195,society,Fish and chip shops,20
E14001195,society,Foodbanks,3
