PCON24CD,Theme,Title,Value,rank,count
E14001247,economy,Total income: median,27600.0,106.0,650
E14001247,economy,Total tax amount,284.0,221.0,650
E14001247,energy,Households off the gas grid,39.5,43.0,632
E14001247,environment,Ancient woodland,2.3054,163.0,543
E14001247,environment,Countryside and Rights of Way,0.0169,282.0,543
E14001247,environment,Green belt: percentage,,,342
E14001247,environment,Green belt: total,,,342
E14001247,society,Child poverty,27.5,159.0,650
E14001247,society,EU referendum using 2024 consituencies,0.5306653522,327.0,632
E14001247,society,Electorate,70015.0,586.0,649
E14001247,society,Fish and chip shops,10.0,35.0,650
E14001247,society,Foodbanks,2.0,6.0,650
E14001247,society,General Election (notional): 12 December 2019,,,0
E14001247,society,General Election: 4 July 2024,,,0
E14001247,society,Heritage at Risk: all,19.0,32.0,543
E14001247,society,Heritage at Risk: archaeology,4.0,32.0,543
E14001247,society,Heritage at Risk: building or structure,5.0,12.0,543
E14001247,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001247,society,Heritage at Risk: place of worship,9.0,8.0,543
E14001247,society,MPs: Left vs Right,34.753,537.0,614
E14001247,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001247,society,Population,93010.0,581.0,650
E14001247,society,Population: by age,701.0,436.0,650
E14001247,society,Population: by group,51014.0,603.0,650
E14001247,society,Post offices,22.0,27.0,650
E14001247,society,Pubs,118.0,105.0,650
E14001247,transport,Bus stops,686.0,141.0,632
E14001247,transport,Bus stops per square km,0.99,474.0,632
E14001247,transport,Cars or vans by household,93.1,18.0,575
E14001247,transport,EV: combined charging availability,741.0,213.0,650
E14001247,transport,EV: home charging,565.0,188.0,650
E14001247,transport,EV: workplace charging points,80.0,128.0,650
E14001247,transport,Rail cancellations,4.0,40.0,632
E14001247,transport,Train stations,3.0,16.0,588
E14001247,transport,Train stations per square km,0.004,190.0,588
E14001247,transport,Tram and metro stops per square km,,,175
S14000090,economy,ATMs: total,94.0,67.0,649
S14000090,economy,Average download speeds,176.8,153.0,650
S14000090,economy,Below universal service obligation,0.0,26.0,650
S14000090,economy,Gigabit availability,86.3,104.0,650
S14000090,economy,Receiving over 30 Mbps,87.5,57.0,650
S14000090,economy,Receiving under 10 Mbps,2.5,68.0,650
S14000090,economy,Superfast availability,98.0,20.0,650
S14000090,economy,Total income: median,25000.0,132.0,650
S14000090,economy,Total tax amount,169.0,328.0,650
S14000090,energy,Households off the gas grid,3.0,283.0,632
S14000090,society,Child poverty,32.8,109.0,650
S14000090,society,EU referendum using 2024 consituencies,0.4733449573,446.0,632
S14000090,society,Electorate,69734.0,617.0,649
S14000090,society,Fish and chip shops,12.0,33.0,650
S14000090,society,Foodbanks,3.0,5.0,650
S14000090,society,General Election (notional): 12 December 2019,,,0
S14000090,society,General Election: 4 July 2024,,,0
S14000090,society,MPs: Left vs Right,41.242,309.0,614
S14000090,society,Percentage of children affected by two-child limit,13.0,13.0,650
S14000090,society,Population,92645.0,593.0,650
S14000090,society,Population: by age,813.0,380.0,650
S14000090,society,Population: by group,54869.0,509.0,650
S14000090,society,Post offices,19.0,30.0,650
S14000090,society,Pubs,65.0,158.0,650
S14000090,transport,Bus stops,960.0,40.0,632
S14000090,transport,Bus stops per square km,5.54,283.0,632
S14000090,transport,EV: combined charging availability,292.0,454.0,650
S14000090,transport,EV: home charging,227.0,389.0,650
S14000090,transport,EV: workplace charging points,25.0,183.0,650
S14000090,transport,Rail cancellations,2.0,60.0,632
S14000090,transport,Train stations,4.0,15.0,588
S14000090,transport,Train stations per square km,0.023,171.0,588
S14000090,transport,Tram and metro stops per square km,,,175
E14001248,economy,ATMs: total,100.0,61.0,649
E14001248,economy,Average download speeds,186.0,100.0,650
E14001248,economy,Below universal service obligation,0.0,26.0,650
E14001248,economy,Gigabit availability,91.9,54.0,650
E14001248,economy,House prices,245000.0,205.0,575
E14001248,economy,Receiving over 30 Mbps,88.9,43.0,650
E14001248,economy,Receiving under 10 Mbps,3.1,62.0,650
E14001248,economy,Superfast availability,99.2,8.0,650
E14001248,economy,Total income: median,26000.0,122.0,650
E14001248,economy,Total tax amount,231.0,267.0,650
E14001248,energy,Households off the gas grid,9.8,217.0,632
E14001248,environment,Ancient woodland,0.0862,431.0,543
E14001248,environment,Countryside and Rights of Way,0.1806,190.0,543
E14001248,environment,Green belt: percentage,,,342
E14001248,environment,Green belt: total,,,342
E14001248,society,Child poverty,34.0,98.0,650
E14001248,society,EU referendum using 2024 consituencies,0.5896904587,184.0,632
E14001248,society,Electorate,76695.0,48.0,649
E14001248,society,Fish and chip shops,13.0,32.0,650
E14001248,society,Foodbanks,1.0,7.0,650
E14001248,society,General Election (notional): 12 December 2019,,,0
E14001248,society,General Election: 4 July 2024,,,0
E14001248,society,Heritage at Risk: all,13.0,38.0,543
E14001248,society,Heritage at Risk: archaeology,1.0,35.0,543
E14001248,society,Heritage at Risk: building or structure,10.0,7.0,543
E14001248,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001248,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001248,society,MPs: Left vs Right,33.612,557.0,614
E14001248,society,Percentage of children affected by two-child limit,11.0,15.0,650
E14001248,society,Population,117614.0,76.0,650
E14001248,society,Population: by age,1307.0,113.0,650
E14001248,society,Population: by group,72929.0,107.0,650
E14001248,society,Post offices,16.0,33.0,650
E14001248,society,Pubs,109.0,114.0,650
E14001248,transport,Bus stops,556.0,235.0,632
E14001248,transport,Bus stops per square km,15.51,109.0,632
E14001248,transport,Cars or vans by household,84.0,104.0,575
E14001248,transport,EV: combined charging availability,691.0,243.0,650
E14001248,transport,EV: home charging,472.0,234.0,650
E14001248,transport,EV: workplace charging points,120.0,91.0,650
E14001248,transport,Rail cancellations,3.5,45.0,632
E14001248,transport,Train stations,1.0,18.0,588
E14001248,transport,Train stations per square km,0.028,166.0,588
E14001248,transport,Tram and metro stops per square km,,,175
E14001249,economy,ATMs: total,33.0,128.0,649
E14001249,economy,Average download speeds,132.3,336.0,650
E14001249,economy,Below universal service obligation,0.2,24.0,650
E14001249,economy,Gigabit availability,67.6,225.0,650
E14001249,economy,House prices,537500.0,35.0,575
E14001249,economy,Receiving over 30 Mbps,83.7,95.0,650
E14001249,economy,Receiving under 10 Mbps,3.4,59.0,650
E14001249,economy,Superfast availability,95.4,46.0,650
E14001249,economy,Total income: median,36300.0,28.0,650
E14001249,economy,Total tax amount,939.0,26.0,650
E14001249,energy,Households off the gas grid,13.6,183.0,632
E14001249,environment,Ancient woodland,11.9998,11.0,543
E14001249,environment,Countryside and Rights of Way,7.3989,24.0,543
E14001249,environment,Green belt: percentage,74.2,29.0,342
E14001249,environment,Green belt: total,25590.0,6.0,342
E14001249,society,Child poverty,15.8,262.0,650
E14001249,society,EU referendum using 2024 consituencies,0.4634255025,463.0,632
E14001249,society,Electorate,71399.0,455.0,649
E14001249,society,Fish and chip shops,9.0,36.0,650
E14001249,society,Foodbanks,2.0,6.0,650
E14001249,society,General Election (notional): 12 December 2019,,,0
E14001249,society,General Election: 4 July 2024,,,0
E14001249,society,Heritage at Risk: all,1.0,50.0,543
E14001249,society,Heritage at Risk: archaeology,1.0,35.0,543
E14001249,society,Heritage at Risk: building or structure,0.0,17.0,543
E14001249,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001249,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001249,society,MPs: Left vs Right,69.217,40.0,614
E14001249,society,Percentage of children affected by two-child limit,4.0,22.0,650
E14001249,society,Population,98131.0,430.0,650
E14001249,society,Population: by age,1032.0,245.0,650
E14001249,society,Population: by group,55365.0,492.0,650
E14001249,society,Post offices,25.0,24.0,650
E14001249,society,Pubs,129.0,94.0,650
E14001249,transport,Bus stops,683.0,143.0,632
E14001249,transport,Bus stops per square km,1.98,414.0,632
E14001249,transport,Cars or vans by household,93.7,12.0,575
E14001249,transport,EV: combined charging availability,1719.0,25.0,650
E14001249,transport,EV: home charging,1500.0,17.0,650
E14001249,transport,EV: workplace charging points,133.0,79.0,650
E14001249,transport,Rail cancellations,3.2,48.0,632
E14001249,transport,Train stations,10.0,9.0,588
E14001249,transport,Train stations per square km,0.029,165.0,588
E14001249,transport,Tram and metro stops per square km,,,175
E14001250,economy,ATMs: total,61.0,100.0,649
E14001250,economy,Average download speeds,108.2,412.0,650
E14001250,economy,Below universal service obligation,0.1,25.0,650
E14001250,economy,Gigabit availability,79.7,151.0,650
E14001250,economy,House prices,255000.0,195.0,575
E14001250,economy,Receiving over 30 Mbps,84.3,89.0,650
E14001250,economy,Receiving under 10 Mbps,2.9,64.0,650
E14001250,economy,Superfast availability,96.7,33.0,650
E14001250,economy,Total income: median,28700.0,95.0,650
E14001250,economy,Total tax amount,365.0,158.0,650
E14001250,energy,Households off the gas grid,14.5,174.0,632
E14001250,environment,Ancient woodland,0.0852,432.0,543
E14001250,environment,Countryside and Rights of Way,0.003,321.0,543
E14001250,environment,Green belt: percentage,0.0,258.0,342
E14001250,environment,Green belt: total,0.0,257.0,342
E14001250,society,Child poverty,21.1,219.0,650
E14001250,society,EU referendum using 2024 consituencies,0.599885058,154.0,632
E14001250,society,Electorate,76337.0,76.0,649
E14001250,society,Fish and chip shops,18.0,27.0,650
E14001250,society,Foodbanks,1.0,7.0,650
E14001250,society,General Election (notional): 12 December 2019,,,0
E14001250,society,General Election: 4 July 2024,,,0
E14001250,society,Heritage at Risk: all,12.0,39.0,543
E14001250,society,Heritage at Risk: archaeology,6.0,30.0,543
E14001250,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001250,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001250,society,Heritage at Risk: place of worship,4.0,13.0,543
E14001250,society,MPs: Left vs Right,68.308,57.0,614
E14001250,society,Percentage of children affected by two-child limit,7.0,19.0,650
E14001250,society,Population,104899.0,256.0,650
E14001250,society,Population: by age,853.0,356.0,650
E14001250,society,Population: by group,60376.0,328.0,650
E14001250,society,Post offices,25.0,24.0,650
E14001250,society,Pubs,116.0,107.0,650
E14001250,transport,Bus stops,550.0,238.0,632
E14001250,transport,Bus stops per square km,0.77,485.0,632
E14001250,transport,Cars or vans by household,90.8,40.0,575
E14001250,transport,EV: combined charging availability,803.0,191.0,650
E14001250,transport,EV: home charging,658.0,155.0,650
E14001250,transport,EV: workplace charging points,105.0,104.0,650
E14001250,transport,Rail cancellations,3.3,47.0,632
E14001250,transport,Train stations,11.0,8.0,588
E14001250,transport,Train stations per square km,0.015,179.0,588
E14001250,transport,Tram and metro stops per square km,,,175
S14000091,economy,ATMs: total,46.0,115.0,649
S14000091,economy,Average download speeds,90.3,460.0,650
S14000091,economy,Below universal service obligation,2.9,4.0,650
S14000091,economy,Gigabit availability,35.3,323.0,650
S14000091,economy,Receiving over 30 Mbps,72.3,176.0,650
S14000091,economy,Receiving under 10 Mbps,9.6,13.0,650
S14000091,economy,Superfast availability,84.4,103.0,650
S14000091,economy,Total income: median,30600.0,76.0,650
S14000091,economy,Total tax amount,360.0,161.0,650
S14000091,energy,Households off the gas grid,47.1,20.0,632
S14000091,society,Child poverty,18.0,245.0,650
S14000091,society,EU referendum using 2024 consituencies,0.4534050556,475.0,632
S14000091,society,Electorate,70238.0,561.0,649
S14000091,society,Fish and chip shops,12.0,33.0,650
S14000091,society,Foodbanks,1.0,7.0,650
S14000091,society,General Election (notional): 12 December 2019,,,0
S14000091,society,General Election: 4 July 2024,,,0
S14000091,society,MPs: Left vs Right,58.037,124.0,614
S14000091,society,Percentage of children affected by two-child limit,5.0,21.0,650
S14000091,society,Population,92513.0,598.0,650
S14000091,society,Population: by age,921.0,309.0,650
S14000091,society,Population: by group,53997.0,536.0,650
S14000091,society,Post offices,19.0,30.0,650
S14000091,society,Pubs,45.0,178.0,650
S14000091,transport,Bus stops,826.0,84.0,632
S14000091,transport,Bus stops per square km,0.4,503.0,632
S14000091,transport,EV: combined charging availability,768.0,202.0,650
S14000091,transport,EV: home charging,607.0,174.0,650
S14000091,transport,EV: workplace charging points,82.0,126.0,650
S14000091,transport,Rail cancellations,2.3,57.0,632
S14000091,transport,Train stations,4.0,15.0,588
S14000091,transport,Train stations per square km,0.002,192.0,588
S14000091,transport,Tram and metro stops per square km,,,175
E14001251,economy,ATMs: total,80.0,81.0,649
E14001251,economy,Average download speeds,149.0,278.0,650
E14001251,economy,Below universal service obligation,0.0,26.0,650
E14001251,economy,Gigabit availability,92.3,51.0,650
E14001251,economy,House prices,210000.0,234.0,575
E14001251,economy,Receiving over 30 Mbps,91.4,18.0,650
E14001251,economy,Receiving under 10 Mbps,2.6,67.0,650
E14001251,economy,Superfast availability,99.1,9.0,650
E14001251,economy,Total income: median,25200.0,130.0,650
E14001251,economy,Total tax amount,165.0,332.0,650
E14001251,energy,Households off the gas grid,4.9,265.0,632
E14001251,environment,Ancient woodland,0.9165,296.0,543
E14001251,environment,Countryside and Rights of Way,0.0,344.0,543
E14001251,environment,Green belt: percentage,12.2,196.0,342
E14001251,environment,Green belt: total,280.0,236.0,342
E14001251,society,Child poverty,47.9,22.0,650
E14001251,society,EU referendum using 2024 consituencies,0.5341123195,318.0,632
E14001251,society,Electorate,74306.0,244.0,649
E14001251,society,Fish and chip shops,10.0,35.0,650
E14001251,society,Foodbanks,2.0,6.0,650
E14001251,society,General Election (notional): 12 December 2019,,,0
E14001251,society,General Election: 4 July 2024,,,0
E14001251,society,Heritage at Risk: all,2.0,49.0,543
E14001251,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001251,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001251,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001251,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001251,society,MPs: Left vs Right,38.643,420.0,614
E14001251,society,Percentage of children affected by two-child limit,18.0,8.0,650
E14001251,society,Population,115037.0,95.0,650
E14001251,society,Population: by age,1581.0,38.0,650
